type, ID, parentID, startX, startY, startZ, endX, endY, endZ, radius, volume, growthVolume, length, growthLength, vesselVolume, distanceToTwig, FittingType, averagePointDistance, maxPointDistance, qualityFlag,segmentID, parentSegmentID, segmentMedianRadius, segmentGrowthVolume, segmentGrowthLength, branchOrder, reverseBranchOrder, reversePipeRadiusBranchorder, reversePipeAreaBranchorder, branchID, treeID, treeSpecies, translateX, translateY, translatez, gvA, gvB, gvC, glA, glB, glC
cylinder, 144, 143, 0.643698, -15.327733, 257.065757, 0.628415, -15.342367, 257.069857, 0.020245, 0.000028, 0.000242, 0.021553, 0.487258, 0.487258, 0.487258, SPHEREFOLLOWING, 0.006408, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 145, 144, 0.628415, -15.342367, 257.069857, 0.601994, -15.359860, 257.053560, 0.013456, 0.000020, 0.000214, 0.035633, 0.465705, 0.465705, 0.465705, SPHEREFOLLOWING, 0.003740, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 146, 145, 0.601994, -15.359860, 257.053560, 0.578952, -15.371582, 257.057440, 0.011424, 0.000011, 0.000194, 0.026142, 0.430071, 0.430071, 0.430071, SPHEREFOLLOWING, 0.001756, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 147, 146, 0.578952, -15.371582, 257.057440, 0.561272, -15.377864, 257.072886, 0.012335, 0.000012, 0.000183, 0.024303, 0.403930, 0.403930, 0.403930, SPHEREFOLLOWING, 0.004022, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 148, 147, 0.561272, -15.377864, 257.072886, 0.545244, -15.379933, 257.092867, 0.013200, 0.000014, 0.000172, 0.025699, 0.379627, 0.379627, 0.379627, SPHEREFOLLOWING, 0.003004, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 149, 148, 0.545244, -15.379933, 257.092867, 0.540583, -15.365897, 257.110656, 0.011616, 0.000010, 0.000158, 0.023134, 0.353929, 0.353929, 0.353929, SPHEREFOLLOWING, 0.026616, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 150, 149, 0.540583, -15.365897, 257.110656, 0.530896, -15.354722, 257.131467, 0.008234, 0.000005, 0.000148, 0.025531, 0.330795, 0.330795, 0.330795, SPHEREFOLLOWING, 0.003031, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 151, 150, 0.530896, -15.354722, 257.131467, 0.528717, -15.359439, 257.151290, 0.012388, 0.000010, 0.000142, 0.020493, 0.305263, 0.305263, 0.305263, SPHEREFOLLOWING, 0.014833, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 152, 151, 0.528717, -15.359439, 257.151290, 0.525470, -15.359703, 257.173065, 0.012777, 0.000011, 0.000132, 0.022017, 0.284771, 0.284771, 0.284771, SPHEREFOLLOWING, 0.003178, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 153, 152, 0.525470, -15.359703, 257.173065, 0.520957, -15.354709, 257.196588, 0.012460, 0.000012, 0.000121, 0.024467, 0.262754, 0.262754, 0.262754, SPHEREFOLLOWING, 0.002372, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 154, 153, 0.520957, -15.354709, 257.196588, 0.513743, -15.347367, 257.219921, 0.013239, 0.000014, 0.000109, 0.025503, 0.238287, 0.238287, 0.238287, SPHEREFOLLOWING, 0.003065, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 155, 154, 0.513743, -15.347367, 257.219921, 0.508873, -15.340218, 257.239535, 0.016128, 0.000018, 0.000095, 0.021437, 0.212784, 0.212784, 0.212784, SPHEREFOLLOWING, 0.007104, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 156, 155, 0.508873, -15.340218, 257.239535, 0.498926, -15.322269, 257.260583, 0.012886, 0.000015, 0.000078, 0.029396, 0.191347, 0.191347, 0.191347, SPHEREFOLLOWING, 0.003658, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 157, 156, 0.498926, -15.322269, 257.260583, 0.498345, -15.311418, 257.282174, 0.014965, 0.000017, 0.000062, 0.024171, 0.161951, 0.161951, 0.161951, SPHEREFOLLOWING, 0.005236, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 158, 157, 0.498345, -15.311418, 257.282174, 0.494248, -15.292504, 257.304958, 0.011435, 0.000012, 0.000045, 0.029894, 0.137781, 0.137781, 0.137781, SPHEREFOLLOWING, 0.003521, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 159, 158, 0.494248, -15.292504, 257.304958, 0.487790, -15.284038, 257.326396, 0.010976, 0.000009, 0.000033, 0.023937, 0.107886, 0.107886, 0.107886, SPHEREFOLLOWING, 0.002736, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 160, 159, 0.487790, -15.284038, 257.326396, 0.481779, -15.271678, 257.346774, 0.008043, 0.000005, 0.000024, 0.024579, 0.083949, 0.083949, 0.083949, SPHEREFOLLOWING, 0.002234, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 161, 160, 0.481779, -15.271678, 257.346774, 0.474360, -15.266704, 257.366957, 0.007608, 0.000004, 0.000019, 0.022071, 0.059370, 0.059370, 0.059370, SPHEREFOLLOWING, 0.003155, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 162, 161, 0.474360, -15.266704, 257.366957, 0.474579, -15.265813, 257.385041, 0.009345, 0.000005, 0.000015, 0.018107, 0.037299, 0.037299, 0.037299, SPHEREFOLLOWING, 0.002864, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 163, 162, 0.474579, -15.265813, 257.385041, 0.472716, -15.268290, 257.403980, 0.008580, 0.000004, 0.000010, 0.019191, 0.019191, 0.019191, 0.019191, SPHEREFOLLOWING, 0.001771, 0.003482, 1, 21, 14, 0.012388, 0.000132, 0.284771, 1, 1, 1.000000, 1, 4, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 164, 91, 0.791703, -15.453214, 257.046565, 0.819571, -15.469782, 257.062230, 0.011874, 0.000016, 0.000226, 0.036008, 0.572946, 0.905412, 0.501166, SPHEREFOLLOWING, 0.003190, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 165, 164, 0.819571, -15.469782, 257.062230, 0.821539, -15.490588, 257.074657, 0.011942, 0.000011, 0.000210, 0.024314, 0.536939, 0.833397, 0.465158, SPHEREFOLLOWING, 0.006740, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 166, 165, 0.821539, -15.490588, 257.074657, 0.825889, -15.510810, 257.083982, 0.011273, 0.000009, 0.000199, 0.022689, 0.512625, 0.784769, 0.440844, SPHEREFOLLOWING, 0.003285, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 167, 166, 0.825889, -15.510810, 257.083982, 0.831138, -15.526216, 257.101274, 0.012649, 0.000012, 0.000190, 0.023747, 0.489935, 0.739390, 0.418155, SPHEREFOLLOWING, 0.003206, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 168, 167, 0.831138, -15.526216, 257.101274, 0.838715, -15.543074, 257.118032, 0.011694, 0.000011, 0.000178, 0.024948, 0.466188, 0.691896, 0.394408, SPHEREFOLLOWING, 0.001933, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 169, 168, 0.838715, -15.543074, 257.118032, 0.845888, -15.553963, 257.140027, 0.011658, 0.000011, 0.000168, 0.025569, 0.441240, 0.642000, 0.369460, SPHEREFOLLOWING, 0.002559, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 170, 169, 0.845888, -15.553963, 257.140027, 0.852345, -15.561069, 257.158667, 0.011739, 0.000009, 0.000157, 0.020968, 0.415671, 0.590861, 0.343890, SPHEREFOLLOWING, 0.002673, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 171, 170, 0.852345, -15.561069, 257.158667, 0.859252, -15.567492, 257.182262, 0.010773, 0.000009, 0.000148, 0.025410, 0.394703, 0.548925, 0.322922, SPHEREFOLLOWING, 0.002126, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 172, 171, 0.859252, -15.567492, 257.182262, 0.864753, -15.574080, 257.202415, 0.011369, 0.000009, 0.000138, 0.021905, 0.369293, 0.498105, 0.297512, SPHEREFOLLOWING, 0.002582, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 173, 172, 0.864753, -15.574080, 257.202415, 0.870219, -15.573725, 257.226403, 0.010035, 0.000008, 0.000129, 0.024605, 0.347388, 0.454295, 0.275607, SPHEREFOLLOWING, 0.002326, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 174, 173, 0.870219, -15.573725, 257.226403, 0.877001, -15.580699, 257.247693, 0.008497, 0.000005, 0.000122, 0.023407, 0.322783, 0.405085, 0.251002, SPHEREFOLLOWING, 0.001742, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 175, 174, 0.877001, -15.580699, 257.247693, 0.882747, -15.582753, 257.268618, 0.008380, 0.000005, 0.000116, 0.021797, 0.299375, 0.358271, 0.227595, SPHEREFOLLOWING, 0.001567, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 176, 175, 0.882747, -15.582753, 257.268618, 0.883911, -15.583792, 257.286573, 0.010212, 0.000006, 0.000112, 0.018022, 0.277579, 0.314677, 0.205798, SPHEREFOLLOWING, 0.003114, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 177, 176, 0.883911, -15.583792, 257.286573, 0.883680, -15.586084, 257.305509, 0.013760, 0.000011, 0.000106, 0.019076, 0.259557, 0.278633, 0.187776, SPHEREFOLLOWING, 0.004490, 0.003482, 1, 22, 13, 0.011658, 0.000148, 0.394703, 1, 2, 1.414214, 2, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 178, 177, 0.883680, -15.586084, 257.305509, 0.901481, -15.590888, 257.323692, 0.016460, 0.000022, 0.000072, 0.025896, 0.168700, 0.168700, 0.168700, SPHEREFOLLOWING, 0.013885, 0.003482, 1, 23, 22, 0.009499, 0.000026, 0.086112, 1, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 179, 178, 0.901481, -15.590888, 257.323692, 0.928855, -15.588416, 257.333897, 0.013692, 0.000017, 0.000050, 0.029319, 0.142804, 0.142804, 0.142804, SPHEREFOLLOWING, 0.006164, 0.003482, 1, 23, 22, 0.009499, 0.000026, 0.086112, 1, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 180, 179, 0.928855, -15.588416, 257.333897, 0.943955, -15.588524, 257.356729, 0.008771, 0.000007, 0.000032, 0.027374, 0.113486, 0.113486, 0.113486, SPHEREFOLLOWING, 0.002037, 0.003482, 1, 23, 22, 0.009499, 0.000026, 0.086112, 1, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 181, 180, 0.943955, -15.588524, 257.356729, 0.960568, -15.587771, 257.374108, 0.009499, 0.000007, 0.000026, 0.024054, 0.086112, 0.086112, 0.086112, SPHEREFOLLOWING, 0.002516, 0.003482, 1, 23, 22, 0.009499, 0.000026, 0.086112, 1, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 182, 181, 0.960568, -15.587771, 257.374108, 0.971147, -15.588278, 257.391866, 0.009794, 0.000006, 0.000019, 0.020677, 0.062058, 0.062058, 0.062058, SPHEREFOLLOWING, 0.003026, 0.003482, 1, 23, 22, 0.009499, 0.000026, 0.086112, 1, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 183, 182, 0.971147, -15.588278, 257.391866, 0.984675, -15.583234, 257.412342, 0.005871, 0.000003, 0.000013, 0.025054, 0.041381, 0.041381, 0.041381, SPHEREFOLLOWING, 0.001612, 0.003482, 1, 23, 22, 0.009499, 0.000026, 0.086112, 1, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 184, 183, 0.984675, -15.583234, 257.412342, 0.992954, -15.579237, 257.425835, 0.007375, 0.000003, 0.000010, 0.016327, 0.016327, 0.016327, 0.016327, SPHEREFOLLOWING, 0.003095, 0.003482, 1, 23, 22, 0.009499, 0.000026, 0.086112, 1, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 185, 177, 0.883680, -15.586084, 257.305509, 0.855851, -15.584400, 257.318397, 0.009197, 0.000008, 0.000023, 0.030714, 0.071780, 0.071780, 0.071780, SPHEREFOLLOWING, 0.009983, 0.003482, 1, 24, 22, 0.008273, 0.000014, 0.041066, 2, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 186, 185, 0.855851, -15.584400, 257.318397, 0.843913, -15.584535, 257.335051, 0.008273, 0.000004, 0.000014, 0.020491, 0.041066, 0.041066, 0.041066, SPHEREFOLLOWING, 0.003088, 0.003482, 1, 24, 22, 0.008273, 0.000014, 0.041066, 2, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 187, 186, 0.843913, -15.584535, 257.335051, 0.833603, -15.585627, 257.352823, 0.007436, 0.000004, 0.000010, 0.020575, 0.020575, 0.020575, 0.020575, SPHEREFOLLOWING, 0.002520, 0.003482, 1, 24, 22, 0.008273, 0.000014, 0.041066, 2, 1, 1.000000, 1, 5, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 188, 78, 0.807486, -15.773815, 256.928090, 0.822615, -15.775421, 256.958327, 0.013638, 0.000020, 0.000089, 0.033848, 0.160013, 0.160013, 0.160013, SPHEREFOLLOWING, 0.002327, 0.003482, 1, 25, 12, 0.013614, 0.000042, 0.075907, 1, 1, 1.000000, 1, 6, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 189, 188, 0.822615, -15.775421, 256.958327, 0.832878, -15.773196, 256.982479, 0.013614, 0.000015, 0.000069, 0.026337, 0.126165, 0.126165, 0.126165, SPHEREFOLLOWING, 0.002564, 0.003482, 1, 25, 12, 0.013614, 0.000042, 0.075907, 1, 1, 1.000000, 1, 6, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 190, 189, 0.832878, -15.773196, 256.982479, 0.836748, -15.766507, 257.005117, 0.012845, 0.000012, 0.000054, 0.023920, 0.099828, 0.099828, 0.099828, SPHEREFOLLOWING, 0.001391, 0.003482, 1, 25, 12, 0.013614, 0.000042, 0.075907, 1, 1, 1.000000, 1, 6, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 191, 190, 0.836748, -15.766507, 257.005117, 0.840621, -15.761196, 257.030652, 0.013358, 0.000015, 0.000042, 0.026368, 0.075907, 0.075907, 0.075907, SPHEREFOLLOWING, 0.002233, 0.003482, 1, 25, 12, 0.013614, 0.000042, 0.075907, 1, 1, 1.000000, 1, 6, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 192, 191, 0.840621, -15.761196, 257.030652, 0.848975, -15.755106, 257.052228, 0.013747, 0.000014, 0.000027, 0.023925, 0.049540, 0.049540, 0.049540, SPHEREFOLLOWING, 0.002411, 0.003482, 1, 25, 12, 0.013614, 0.000042, 0.075907, 1, 1, 1.000000, 1, 6, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 193, 192, 0.848975, -15.755106, 257.052228, 0.848825, -15.753096, 257.077764, 0.012473, 0.000013, 0.000013, 0.025615, 0.025615, 0.025615, 0.025615, SPHEREFOLLOWING, 0.001456, 0.003482, 1, 25, 12, 0.013614, 0.000042, 0.075907, 1, 1, 1.000000, 1, 6, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 194, 74, 0.796180, -15.846690, 256.813833, 0.827721, -15.892147, 256.807739, 0.011460, 0.000023, 0.000232, 0.055663, 0.571677, 0.571677, 0.571677, SPHEREFOLLOWING, 0.003998, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 195, 194, 0.827721, -15.892147, 256.807739, 0.843842, -15.906276, 256.811434, 0.011904, 0.000010, 0.000209, 0.021752, 0.516014, 0.516014, 0.516014, SPHEREFOLLOWING, 0.002281, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 196, 195, 0.843842, -15.906276, 256.811434, 0.859965, -15.922348, 256.826503, 0.011522, 0.000011, 0.000199, 0.027301, 0.494262, 0.494262, 0.494262, SPHEREFOLLOWING, 0.002627, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 197, 196, 0.859965, -15.922348, 256.826503, 0.871785, -15.929777, 256.845378, 0.013084, 0.000013, 0.000188, 0.023476, 0.466961, 0.466961, 0.466961, SPHEREFOLLOWING, 0.003446, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 198, 197, 0.871785, -15.929777, 256.845378, 0.882036, -15.922039, 256.863467, 0.014035, 0.000014, 0.000175, 0.022185, 0.443485, 0.443485, 0.443485, SPHEREFOLLOWING, 0.003934, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 199, 198, 0.882036, -15.922039, 256.863467, 0.899476, -15.916395, 256.884642, 0.014189, 0.000018, 0.000162, 0.028007, 0.421299, 0.421299, 0.421299, SPHEREFOLLOWING, 0.004318, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 200, 199, 0.899476, -15.916395, 256.884642, 0.913170, -15.911032, 256.901312, 0.014658, 0.000015, 0.000144, 0.022229, 0.393292, 0.393292, 0.393292, SPHEREFOLLOWING, 0.006627, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 201, 200, 0.913170, -15.911032, 256.901312, 0.929001, -15.894064, 256.917571, 0.010428, 0.000010, 0.000129, 0.028335, 0.371063, 0.371063, 0.371063, SPHEREFOLLOWING, 0.003136, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 202, 201, 0.929001, -15.894064, 256.917571, 0.942878, -15.890179, 256.935457, 0.009620, 0.000007, 0.000119, 0.022970, 0.342728, 0.342728, 0.342728, SPHEREFOLLOWING, 0.003269, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 203, 202, 0.942878, -15.890179, 256.935457, 0.949437, -15.886784, 256.957530, 0.010723, 0.000008, 0.000112, 0.023275, 0.319758, 0.319758, 0.319758, SPHEREFOLLOWING, 0.002961, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 204, 203, 0.949437, -15.886784, 256.957530, 0.960452, -15.883085, 256.975371, 0.011832, 0.000009, 0.000104, 0.021291, 0.296482, 0.296482, 0.296482, SPHEREFOLLOWING, 0.003233, 0.003482, 1, 26, 11, 0.010723, 0.000095, 0.275191, 1, 1, 1.000000, 1, 7, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
