type, ID, parentID, startX, startY, startZ, endX, endY, endZ, radius, volume, growthVolume, length, growthLength, vesselVolume, distanceToTwig, FittingType, averagePointDistance, maxPointDistance, qualityFlag,segmentID, parentSegmentID, segmentMedianRadius, segmentGrowthVolume, segmentGrowthLength, branchOrder, reverseBranchOrder, reversePipeRadiusBranchorder, reversePipeAreaBranchorder, branchID, treeID, treeSpecies, translateX, translateY, translatez, gvA, gvB, gvC, glA, glB, glC
cylinder, 620, 619, 0.095256, -16.181531, 257.355366, 0.089167, -16.192640, 257.359609, 0.004969, 0.000001, 0.000010, 0.013360, 0.013360, 0.013360, 0.013360, SPHEREFOLLOWING, 0.000739, 0.003482, 1, 73, 71, 0.007942, 0.000014, 0.031875, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 621, 542, 0.593329, -16.181616, 257.162587, 0.614413, -16.171388, 257.194355, 0.012592, 0.000020, 0.000059, 0.039476, 0.107612, 0.107612, 0.107612, SPHEREFOLLOWING, 0.002998, 0.003482, 1, 74, 61, 0.012643, 0.000024, 0.044985, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 622, 621, 0.614413, -16.171388, 257.194355, 0.620854, -16.166236, 257.215987, 0.014471, 0.000015, 0.000039, 0.023151, 0.068136, 0.068136, 0.068136, SPHEREFOLLOWING, 0.003148, 0.003482, 1, 74, 61, 0.012643, 0.000024, 0.044985, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 623, 622, 0.620854, -16.166236, 257.215987, 0.619623, -16.164068, 257.244300, 0.012514, 0.000014, 0.000024, 0.028423, 0.044985, 0.044985, 0.044985, SPHEREFOLLOWING, 0.001631, 0.003482, 1, 74, 61, 0.012643, 0.000024, 0.044985, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 624, 623, 0.619623, -16.164068, 257.244300, 0.620514, -16.159976, 257.260324, 0.012643, 0.000008, 0.000010, 0.016562, 0.016562, 0.016562, 0.016562, SPHEREFOLLOWING, 0.003026, 0.003482, 1, 74, 61, 0.012643, 0.000024, 0.044985, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 625, 535, 0.662002, -16.213037, 256.972022, 0.704338, -16.230120, 256.983077, 0.011608, 0.000020, 0.000305, 0.046972, 0.743995, 1.104846, 0.513828, SPHEREFOLLOWING, 0.004679, 0.003482, 1, 75, 60, 0.012430, 0.000273, 0.671962, 2, 3, 1.732051, 3, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 626, 625, 0.704338, -16.230120, 256.983077, 0.714367, -16.240828, 257.003394, 0.012430, 0.000012, 0.000285, 0.025060, 0.697022, 0.963929, 0.466856, SPHEREFOLLOWING, 0.006997, 0.003482, 1, 75, 60, 0.012430, 0.000273, 0.671962, 2, 3, 1.732051, 3, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 627, 626, 0.714367, -16.240828, 257.003394, 0.721049, -16.246202, 257.023295, 0.012627, 0.000011, 0.000273, 0.021670, 0.671962, 0.888749, 0.441796, SPHEREFOLLOWING, 0.002613, 0.003482, 1, 75, 60, 0.012430, 0.000273, 0.671962, 2, 3, 1.732051, 3, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 628, 627, 0.721049, -16.246202, 257.023295, 0.731483, -16.254917, 257.045443, 0.010843, 0.000010, 0.000262, 0.025988, 0.650292, 0.823739, 0.420126, SPHEREFOLLOWING, 0.002158, 0.003482, 1, 75, 60, 0.012430, 0.000273, 0.671962, 2, 3, 1.732051, 3, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 629, 628, 0.731483, -16.254917, 257.045443, 0.744794, -16.267812, 257.053562, 0.018871, 0.000023, 0.000252, 0.020233, 0.624305, 0.745776, 0.394139, SPHEREFOLLOWING, 0.005193, 0.003482, 1, 75, 60, 0.012430, 0.000273, 0.671962, 2, 3, 1.732051, 3, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 630, 629, 0.744794, -16.267812, 257.053562, 0.776946, -16.272864, 257.062722, 0.012863, 0.000018, 0.000205, 0.033811, 0.512306, 0.593311, 0.373905, SPHEREFOLLOWING, 0.003338, 0.003482, 1, 76, 75, 0.012863, 0.000187, 0.478494, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 631, 630, 0.776946, -16.272864, 257.062722, 0.796422, -16.280050, 257.080312, 0.011357, 0.000011, 0.000187, 0.027209, 0.478494, 0.525688, 0.340094, SPHEREFOLLOWING, 0.002088, 0.003482, 1, 76, 75, 0.012863, 0.000187, 0.478494, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 632, 631, 0.796422, -16.280050, 257.080312, 0.809891, -16.278723, 257.095016, 0.017304, 0.000019, 0.000176, 0.019985, 0.451285, 0.471270, 0.312885, SPHEREFOLLOWING, 0.003587, 0.003482, 1, 76, 75, 0.012863, 0.000187, 0.478494, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 633, 632, 0.809891, -16.278723, 257.095016, 0.821718, -16.309666, 257.103345, 0.010358, 0.000012, 0.000117, 0.034158, 0.292900, 0.292900, 0.292900, SPHEREFOLLOWING, 0.004503, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 634, 633, 0.821718, -16.309666, 257.103345, 0.830842, -16.324171, 257.116292, 0.010662, 0.000008, 0.000106, 0.021477, 0.258743, 0.258743, 0.258743, SPHEREFOLLOWING, 0.003799, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 635, 634, 0.830842, -16.324171, 257.116292, 0.843610, -16.334983, 257.134598, 0.012103, 0.000011, 0.000098, 0.024801, 0.237266, 0.237266, 0.237266, SPHEREFOLLOWING, 0.003732, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 636, 635, 0.843610, -16.334983, 257.134598, 0.853245, -16.347922, 257.152073, 0.012444, 0.000012, 0.000087, 0.023782, 0.212465, 0.212465, 0.212465, SPHEREFOLLOWING, 0.003636, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 637, 636, 0.853245, -16.347922, 257.152073, 0.865418, -16.358346, 257.168204, 0.012889, 0.000012, 0.000075, 0.022739, 0.188684, 0.188684, 0.188684, SPHEREFOLLOWING, 0.003113, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 638, 637, 0.865418, -16.358346, 257.168204, 0.880937, -16.370327, 257.180754, 0.013777, 0.000014, 0.000063, 0.023279, 0.165944, 0.165944, 0.165944, SPHEREFOLLOWING, 0.003742, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 639, 638, 0.880937, -16.370327, 257.180754, 0.898959, -16.381334, 257.192103, 0.011849, 0.000011, 0.000049, 0.023973, 0.142665, 0.142665, 0.142665, SPHEREFOLLOWING, 0.003765, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 640, 639, 0.898959, -16.381334, 257.192103, 0.914970, -16.394762, 257.207494, 0.009765, 0.000008, 0.000039, 0.025953, 0.118692, 0.118692, 0.118692, SPHEREFOLLOWING, 0.002440, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 641, 640, 0.914970, -16.394762, 257.207494, 0.926765, -16.406494, 257.222631, 0.010309, 0.000008, 0.000031, 0.022492, 0.092739, 0.092739, 0.092739, SPHEREFOLLOWING, 0.003050, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 642, 641, 0.926765, -16.406494, 257.222631, 0.938048, -16.418224, 257.241100, 0.008751, 0.000006, 0.000024, 0.024617, 0.070247, 0.070247, 0.070247, SPHEREFOLLOWING, 0.002596, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 643, 642, 0.938048, -16.418224, 257.241100, 0.950655, -16.425052, 257.258245, 0.010297, 0.000007, 0.000018, 0.022350, 0.045630, 0.045630, 0.045630, SPHEREFOLLOWING, 0.004519, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 644, 643, 0.950655, -16.425052, 257.258245, 0.962167, -16.442549, 257.268408, 0.011815, 0.000010, 0.000010, 0.023280, 0.023280, 0.023280, 0.023280, SPHEREFOLLOWING, 0.004811, 0.003482, 1, 77, 76, 0.011815, 0.000049, 0.142665, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 645, 632, 0.809891, -16.278723, 257.095016, 0.815378, -16.252005, 257.114869, 0.010044, 0.000011, 0.000040, 0.033735, 0.138400, 0.138400, 0.138400, SPHEREFOLLOWING, 0.003235, 0.003482, 1, 78, 76, 0.007766, 0.000016, 0.059908, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 646, 645, 0.815378, -16.252005, 257.114869, 0.818616, -16.239110, 257.126012, 0.013284, 0.000010, 0.000029, 0.017348, 0.104665, 0.104665, 0.104665, SPHEREFOLLOWING, 0.004061, 0.003482, 1, 78, 76, 0.007766, 0.000016, 0.059908, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 647, 646, 0.818616, -16.239110, 257.126012, 0.810126, -16.220281, 257.144031, 0.006283, 0.000003, 0.000020, 0.027410, 0.087317, 0.087317, 0.087317, SPHEREFOLLOWING, 0.007606, 0.003482, 1, 78, 76, 0.007766, 0.000016, 0.059908, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 648, 647, 0.810126, -16.220281, 257.144031, 0.812255, -16.204943, 257.156537, 0.005656, 0.000002, 0.000016, 0.019905, 0.059908, 0.059908, 0.059908, SPHEREFOLLOWING, 0.002665, 0.003482, 1, 78, 76, 0.007766, 0.000016, 0.059908, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 649, 648, 0.812255, -16.204943, 257.156537, 0.808081, -16.193903, 257.174930, 0.007766, 0.000004, 0.000014, 0.021854, 0.040002, 0.040002, 0.040002, SPHEREFOLLOWING, 0.003566, 0.003482, 1, 78, 76, 0.007766, 0.000016, 0.059908, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 650, 649, 0.808081, -16.193903, 257.174930, 0.805724, -16.191981, 257.192822, 0.006222, 0.000002, 0.000010, 0.018149, 0.018149, 0.018149, 0.018149, SPHEREFOLLOWING, 0.001233, 0.003482, 1, 78, 76, 0.007766, 0.000016, 0.059908, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 651, 629, 0.744794, -16.267812, 257.053562, 0.713719, -16.285271, 257.071309, 0.007800, 0.000008, 0.000025, 0.039818, 0.091766, 0.091766, 0.091766, SPHEREFOLLOWING, 0.005208, 0.003482, 1, 79, 75, 0.008176, 0.000014, 0.032701, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 652, 651, 0.713719, -16.285271, 257.071309, 0.701492, -16.298159, 257.078716, 0.007232, 0.000003, 0.000017, 0.019247, 0.051948, 0.051948, 0.051948, SPHEREFOLLOWING, 0.002134, 0.003482, 1, 79, 75, 0.008176, 0.000014, 0.032701, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 653, 652, 0.701492, -16.298159, 257.078716, 0.694343, -16.313729, 257.088674, 0.008343, 0.000004, 0.000014, 0.019817, 0.032701, 0.032701, 0.032701, SPHEREFOLLOWING, 0.002707, 0.003482, 1, 79, 75, 0.008176, 0.000014, 0.032701, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 654, 653, 0.694343, -16.313729, 257.088674, 0.688587, -16.322794, 257.095795, 0.008176, 0.000003, 0.000010, 0.012884, 0.012884, 0.012884, 0.012884, SPHEREFOLLOWING, 0.002590, 0.003482, 1, 79, 75, 0.008176, 0.000014, 0.032701, 3, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 655, 532, 0.660373, -16.206073, 256.887619, 0.624602, -16.188269, 256.882719, 0.009804, 0.000012, 0.000096, 0.040256, 0.244220, 0.244220, 0.244220, SPHEREFOLLOWING, 0.003239, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 656, 655, 0.624602, -16.188269, 256.882719, 0.610888, -16.174865, 256.877547, 0.010330, 0.000007, 0.000083, 0.019862, 0.203965, 0.203965, 0.203965, SPHEREFOLLOWING, 0.002409, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 657, 656, 0.610888, -16.174865, 256.877547, 0.590734, -16.163762, 256.874184, 0.010361, 0.000008, 0.000077, 0.023255, 0.184103, 0.184103, 0.184103, SPHEREFOLLOWING, 0.001994, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 658, 657, 0.590734, -16.163762, 256.874184, 0.570407, -16.162413, 256.881013, 0.011654, 0.000009, 0.000069, 0.021486, 0.160848, 0.160848, 0.160848, SPHEREFOLLOWING, 0.003748, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 659, 658, 0.570407, -16.162413, 256.881013, 0.548860, -16.154459, 256.881005, 0.012751, 0.000012, 0.000060, 0.022968, 0.139362, 0.139362, 0.139362, SPHEREFOLLOWING, 0.005243, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 660, 659, 0.548860, -16.154459, 256.881005, 0.536998, -16.134524, 256.890638, 0.014023, 0.000016, 0.000048, 0.025118, 0.116394, 0.116394, 0.116394, SPHEREFOLLOWING, 0.004587, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 661, 660, 0.536998, -16.134524, 256.890638, 0.525184, -16.120153, 256.909607, 0.009652, 0.000008, 0.000033, 0.026569, 0.091277, 0.091277, 0.091277, SPHEREFOLLOWING, 0.002848, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 662, 661, 0.525184, -16.120153, 256.909607, 0.508093, -16.112030, 256.925119, 0.008918, 0.000006, 0.000025, 0.024468, 0.064707, 0.064707, 0.064707, SPHEREFOLLOWING, 0.002086, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 663, 662, 0.508093, -16.112030, 256.925119, 0.495298, -16.115294, 256.942065, 0.009599, 0.000006, 0.000019, 0.021484, 0.040239, 0.040239, 0.040239, SPHEREFOLLOWING, 0.002639, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 664, 663, 0.495298, -16.115294, 256.942065, 0.486544, -16.118629, 256.958314, 0.014540, 0.000012, 0.000012, 0.018755, 0.018755, 0.018755, 0.018755, SPHEREFOLLOWING, 0.006064, 0.003482, 1, 80, 59, 0.010361, 0.000048, 0.116394, 2, 1, 1.000000, 1, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 665, 520, 0.737653, -16.251336, 256.547969, 0.688008, -16.247236, 256.546683, 0.012745, 0.000025, 0.000581, 0.049831, 1.066748, 1.773481, 0.920567, SPHEREFOLLOWING, 0.004539, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 666, 665, 0.688008, -16.247236, 256.546683, 0.667797, -16.246278, 256.559535, 0.013771, 0.000014, 0.000555, 0.023970, 1.016917, 1.673819, 0.870736, SPHEREFOLLOWING, 0.002716, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 667, 666, 0.667797, -16.246278, 256.559535, 0.647078, -16.243506, 256.576924, 0.012904, 0.000014, 0.000541, 0.027191, 0.992947, 1.625879, 0.846766, SPHEREFOLLOWING, 0.005213, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 668, 667, 0.647078, -16.243506, 256.576924, 0.628812, -16.243610, 256.593005, 0.012409, 0.000012, 0.000527, 0.024337, 0.965756, 1.571497, 0.819575, SPHEREFOLLOWING, 0.007722, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 669, 668, 0.628812, -16.243610, 256.593005, 0.610323, -16.242726, 256.606254, 0.012822, 0.000012, 0.000515, 0.022762, 0.941419, 1.522823, 0.795238, SPHEREFOLLOWING, 0.002076, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 670, 669, 0.610323, -16.242726, 256.606254, 0.592438, -16.243290, 256.622096, 0.012611, 0.000012, 0.000503, 0.023900, 0.918657, 1.477299, 0.772476, SPHEREFOLLOWING, 0.001372, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 671, 670, 0.592438, -16.243290, 256.622096, 0.573470, -16.242528, 256.638188, 0.012362, 0.000012, 0.000491, 0.024886, 0.894757, 1.429499, 0.748576, SPHEREFOLLOWING, 0.001634, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 672, 671, 0.573470, -16.242528, 256.638188, 0.555329, -16.242602, 256.654248, 0.012358, 0.000012, 0.000479, 0.024228, 0.869872, 1.379728, 0.723690, SPHEREFOLLOWING, 0.001635, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 673, 672, 0.555329, -16.242602, 256.654248, 0.536306, -16.243248, 256.671219, 0.012211, 0.000012, 0.000468, 0.025501, 0.845643, 1.331271, 0.699462, SPHEREFOLLOWING, 0.001387, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 674, 673, 0.536306, -16.243248, 256.671219, 0.521723, -16.242906, 256.687439, 0.012167, 0.000010, 0.000456, 0.021815, 0.820142, 1.280269, 0.673961, SPHEREFOLLOWING, 0.001507, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 675, 674, 0.521723, -16.242906, 256.687439, 0.502464, -16.247150, 256.703677, 0.012565, 0.000013, 0.000446, 0.025546, 0.798327, 1.236639, 0.652146, SPHEREFOLLOWING, 0.002211, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 676, 675, 0.502464, -16.247150, 256.703677, 0.486675, -16.250183, 256.720788, 0.013167, 0.000013, 0.000433, 0.023479, 0.772781, 1.185547, 0.626600, SPHEREFOLLOWING, 0.002880, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 677, 676, 0.486675, -16.250183, 256.720788, 0.473612, -16.251458, 256.742061, 0.012092, 0.000011, 0.000420, 0.024996, 0.749302, 1.138589, 0.603121, SPHEREFOLLOWING, 0.001731, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 678, 677, 0.473612, -16.251458, 256.742061, 0.463959, -16.249660, 256.763143, 0.014471, 0.000015, 0.000409, 0.023256, 0.724306, 1.088597, 0.578125, SPHEREFOLLOWING, 0.003137, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 679, 678, 0.463959, -16.249660, 256.763143, 0.451016, -16.249471, 256.784193, 0.015628, 0.000019, 0.000393, 0.024712, 0.701050, 1.042084, 0.554868, SPHEREFOLLOWING, 0.003893, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 680, 679, 0.451016, -16.249471, 256.784193, 0.439361, -16.244487, 256.807166, 0.018703, 0.000029, 0.000374, 0.026238, 0.676338, 0.992661, 0.530157, SPHEREFOLLOWING, 0.006211, 0.003482, 1, 81, 58, 0.012822, 0.000409, 0.724306, 2, 2, 1.414214, 2, 15, 0, unknownSpecies, 0.000000, 0.000000, 0.000000, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
